    5.3833         -inf         -inf
   10.7666         -inf         -inf
   16.1499         -inf         -inf
   21.5332         -inf         -inf
   26.9165         -inf         -inf
   32.2998         -inf         -inf
   37.6831         -inf         -inf
   43.0664         -inf         -inf
   48.4497         -inf         -inf
    53.833         -inf         -inf
   59.2163         -inf         -inf
   64.5996         -inf         -inf
   69.9829         -inf         -inf
   75.3662         -inf         -inf
   80.7495         -inf         -inf
   86.1328         -inf         -inf
   91.5161         -inf         -inf
   96.8994         -inf         -inf
   102.283         -inf         -inf
   107.666         -inf         -inf
   113.049         -inf         -inf
   118.433         -inf         -inf
   123.816         -inf         -inf
   129.199         -inf         -inf
   134.583         -inf         -inf
   139.966         -inf         -inf
   145.349         -inf         -inf
   150.732         -inf         -inf
   156.116         -inf         -inf
   161.499         -inf         -inf
   166.882         -inf         -inf
   172.266         -inf         -inf
   177.649         -inf         -inf
   183.032         -inf         -inf
   188.416         -inf         -inf
   193.799         -inf         -inf
   199.182         -inf         -inf
   204.565         -inf         -inf
   209.949         -inf         -inf
   215.332         -inf         -inf
   220.715         -inf         -inf
   226.099         -inf         -inf
   231.482         -inf         -inf
   236.865         -inf         -inf
   242.249         -inf         -inf
   247.632         -inf         -inf
   253.015         -inf         -inf
   258.398         -inf         -inf
   263.782         -inf         -inf
   269.165         -inf         -inf
   274.548         -inf         -inf
   279.932         -inf         -inf
   285.315         -inf         -inf
   290.698         -inf         -inf
   296.082         -inf         -inf
   301.465         -inf         -inf
   306.848         -inf         -inf
   312.231         -inf         -inf
   317.615         -inf         -inf
   322.998         -inf         -inf
   328.381         -inf         -inf
   333.765         -inf         -inf
   339.148         -inf         -inf
   344.531         -inf         -inf
   349.915         -inf         -inf
   355.298         -inf         -inf
   360.681         -inf         -inf
   366.064         -inf         -inf
   371.448         -inf         -inf
   376.831         -inf         -inf
   382.214         -inf         -inf
   387.598         -inf         -inf
   392.981         -inf         -inf
   398.364         -inf         -inf
   403.748         -inf         -inf
   409.131         -inf         -inf
   414.514         -inf         -inf
   419.897         -inf         -inf
   425.281         -inf         -inf
   430.664         -inf         -inf
   436.047         -inf         -inf
   441.431         -inf         -inf
   446.814         -inf         -inf
   452.197         -inf         -inf
   457.581         -inf         -inf
   462.964         -inf         -inf
   468.347         -inf         -inf
    473.73         -inf         -inf
   479.114         -inf         -inf
   484.497         -inf         -inf
    489.88         -inf         -inf
   495.264         -inf         -inf
   500.647         -inf         -inf
    506.03         -inf         -inf
   511.414         -inf         -inf
   516.797         -inf         -inf
    522.18         -inf         -inf
   527.563         -inf         -inf
   532.947         -inf         -inf
    538.33         -inf         -inf
   543.713         -inf         -inf
   549.097         -inf         -inf
    554.48         -inf         -inf
   559.863         -inf         -inf
   565.247         -inf         -inf
    570.63         -inf         -inf
   576.013         -inf         -inf
   581.396         -inf         -inf
    586.78         -inf         -inf
   592.163         -inf         -inf
   597.546         -inf         -inf
    602.93         -inf         -inf
   608.313         -inf         -inf
   613.696         -inf         -inf
    619.08         -inf         -inf
   624.463         -inf         -inf
   629.846         -inf         -inf
   635.229         -inf         -inf
   640.613         -inf         -inf
   645.996         -inf         -inf
   651.379         -inf         -inf
   656.763         -inf         -inf
   662.146         -inf         -inf
   667.529         -inf         -inf
   672.913         -inf         -inf
   678.296         -inf         -inf
   683.679         -inf         -inf
   689.062         -inf         -inf
   694.446         -inf         -inf
   699.829         -inf         -inf
   705.212         -inf         -inf
   710.596         -inf         -inf
   715.979         -inf         -inf
   721.362         -inf         -inf
   726.746         -inf         -inf
   732.129         -inf         -inf
   737.512         -inf         -inf
   742.896         -inf         -inf
   748.279         -inf         -inf
   753.662         -inf         -inf
   759.045         -inf         -inf
   764.429         -inf         -inf
   769.812         -inf         -inf
   775.195         -inf         -inf
   780.579         -inf         -inf
   785.962         -inf         -inf
   791.345         -inf         -inf
   796.729         -inf         -inf
   802.112         -inf         -inf
   807.495         -inf         -inf
   812.878         -inf         -inf
   818.262         -inf         -inf
   823.645         -inf         -inf
   829.028         -inf         -inf
   834.412         -inf         -inf
   839.795         -inf         -inf
   845.178         -inf         -inf
   850.562         -inf         -inf
   855.945         -inf         -inf
   861.328         -inf         -inf
   866.711         -inf         -inf
   872.095         -inf         -inf
   877.478         -inf         -inf
   882.861         -inf         -inf
   888.245         -inf         -inf
   893.628         -inf         -inf
   899.011         -inf         -inf
   904.395         -inf         -inf
   909.778         -inf         -inf
   915.161         -inf         -inf
   920.544         -inf         -inf
   925.928         -inf         -inf
   931.311         -inf         -inf
   936.694         -inf         -inf
   942.078         -inf         -inf
   947.461         -inf         -inf
   952.844         -inf         -inf
   958.228         -inf         -inf
   963.611         -inf         -inf
   968.994         -inf         -inf
   974.377         -inf         -inf
   979.761         -inf         -inf
   985.144         -inf         -inf
   990.527         -inf         -inf
   995.911         -inf         -inf
   1001.29         -inf         -inf
   1006.68         -inf         -inf
   1012.06         -inf         -inf
   1017.44         -inf         -inf
   1022.83         -inf         -inf
   1028.21         -inf         -inf
   1033.59         -inf         -inf
   1038.98         -inf         -inf
   1044.36         -inf         -inf
   1049.74         -inf         -inf
   1055.13         -inf         -inf
   1060.51         -inf         -inf
   1065.89         -inf         -inf
   1071.28         -inf         -inf
   1076.66         -inf         -inf
   1082.04         -inf         -inf
   1087.43         -inf         -inf
   1092.81         -inf         -inf
   1098.19         -inf         -inf
   1103.58         -inf         -inf
   1108.96         -inf         -inf
   1114.34         -inf         -inf
   1119.73         -inf         -inf
   1125.11         -inf         -inf
   1130.49         -inf         -inf
   1135.88         -inf         -inf
   1141.26         -inf         -inf
   1146.64         -inf         -inf
   1152.03         -inf         -inf
   1157.41         -inf         -inf
   1162.79         -inf         -inf
   1168.18         -inf         -inf
   1173.56         -inf         -inf
   1178.94         -inf         -inf
   1184.33         -inf         -inf
   1189.71         -inf         -inf
   1195.09         -inf         -inf
   1200.48         -inf         -inf
   1205.86         -inf         -inf
   1211.24         -inf         -inf
   1216.63         -inf         -inf
   1222.01         -inf         -inf
   1227.39         -inf         -inf
   1232.78         -inf         -inf
   1238.16         -inf         -inf
   1243.54         -inf         -inf
   1248.93         -inf         -inf
   1254.31         -inf         -inf
   1259.69         -inf         -inf
   1265.08         -inf         -inf
   1270.46         -inf         -inf
   1275.84         -inf         -inf
   1281.23         -inf         -inf
   1286.61         -inf         -inf
   1291.99         -inf         -inf
   1297.38         -inf         -inf
   1302.76         -inf         -inf
   1308.14         -inf         -inf
   1313.53         -inf         -inf
   1318.91         -inf         -inf
   1324.29         -inf         -inf
   1329.68         -inf         -inf
   1335.06         -inf         -inf
   1340.44         -inf         -inf
   1345.83         -inf         -inf
   1351.21         -inf         -inf
   1356.59         -inf         -inf
   1361.98         -inf         -inf
   1367.36         -inf         -inf
   1372.74         -inf         -inf
   1378.12         -inf         -inf
   1383.51         -inf         -inf
   1388.89         -inf         -inf
   1394.27         -inf         -inf
   1399.66         -inf         -inf
   1405.04         -inf         -inf
   1410.42         -inf         -inf
   1415.81         -inf         -inf
   1421.19         -inf         -inf
   1426.57         -inf         -inf
   1431.96         -inf         -inf
   1437.34         -inf         -inf
   1442.72         -inf         -inf
   1448.11         -inf         -inf
   1453.49         -inf         -inf
   1458.87         -inf         -inf
   1464.26         -inf         -inf
   1469.64         -inf         -inf
   1475.02         -inf         -inf
   1480.41         -inf         -inf
   1485.79         -inf         -inf
   1491.17         -inf         -inf
   1496.56         -inf         -inf
   1501.94         -inf         -inf
   1507.32         -inf         -inf
   1512.71         -inf         -inf
   1518.09         -inf         -inf
   1523.47         -inf         -inf
   1528.86         -inf         -inf
   1534.24         -inf         -inf
   1539.62         -inf         -inf
   1545.01         -inf         -inf
   1550.39         -inf         -inf
   1555.77         -inf         -inf
   1561.16         -inf         -inf
   1566.54         -inf         -inf
   1571.92         -inf         -inf
   1577.31         -inf         -inf
   1582.69         -inf         -inf
   1588.07         -inf         -inf
   1593.46         -inf         -inf
   1598.84         -inf         -inf
   1604.22         -inf         -inf
   1609.61         -inf         -inf
   1614.99         -inf         -inf
   1620.37         -inf         -inf
   1625.76         -inf         -inf
   1631.14         -inf         -inf
   1636.52         -inf         -inf
   1641.91         -inf         -inf
   1647.29         -inf         -inf
   1652.67         -inf         -inf
   1658.06         -inf         -inf
   1663.44         -inf         -inf
   1668.82         -inf         -inf
   1674.21         -inf         -inf
   1679.59         -inf         -inf
   1684.97         -inf         -inf
   1690.36         -inf         -inf
   1695.74         -inf         -inf
   1701.12         -inf         -inf
   1706.51         -inf         -inf
   1711.89         -inf         -inf
   1717.27         -inf         -inf
   1722.66         -inf         -inf
   1728.04         -inf         -inf
   1733.42         -inf         -inf
   1738.81         -inf         -inf
   1744.19         -inf         -inf
   1749.57         -inf         -inf
   1754.96         -inf         -inf
   1760.34         -inf         -inf
   1765.72         -inf         -inf
   1771.11         -inf         -inf
   1776.49         -inf         -inf
   1781.87         -inf         -inf
   1787.26         -inf         -inf
   1792.64         -inf         -inf
   1798.02         -inf         -inf
   1803.41         -inf         -inf
   1808.79         -inf         -inf
   1814.17         -inf         -inf
   1819.56         -inf         -inf
   1824.94         -inf         -inf
   1830.32         -inf         -inf
   1835.71         -inf         -inf
   1841.09         -inf         -inf
   1846.47         -inf         -inf
   1851.86         -inf         -inf
   1857.24         -inf         -inf
   1862.62         -inf         -inf
   1868.01         -inf         -inf
   1873.39         -inf         -inf
   1878.77         -inf         -inf
   1884.16         -inf         -inf
   1889.54         -inf         -inf
   1894.92         -inf         -inf
   1900.31         -inf         -inf
   1905.69         -inf         -inf
   1911.07         -inf         -inf
   1916.46         -inf         -inf
   1921.84         -inf         -inf
   1927.22         -inf         -inf
    1932.6         -inf         -inf
   1937.99         -inf         -inf
   1943.37         -inf         -inf
   1948.75         -inf         -inf
   1954.14         -inf         -inf
   1959.52         -inf         -inf
    1964.9         -inf         -inf
   1970.29         -inf         -inf
   1975.67         -inf         -inf
   1981.05         -inf         -inf
   1986.44         -inf         -inf
   1991.82         -inf         -inf
    1997.2         -inf         -inf
   2002.59         -inf         -inf
